Gene,adj.P.Val,P.Value,t,B,logFC,GB_ACC,SPOT_ID
FOS,7.01E-01,5.49E-01,-0.601288,-6.4699,-0.199323,NM_005252.2,
NFATC2,7.10E-01,5.57E-01,0.589118,-6.477,0.126343,NM_012340.3,
IL15RA,7.23E-01,5.68E-01,-0.572935,-6.4863,-0.099678,NM_002189.2,
MSR1,7.23E-01,5.69E-01,0.571083,-6.4874,0.148218,NM_002445.3,
HLA-DQB1,7.23E-01,5.71E-01,0.568778,-6.4887,0.27241,NM_002123.3,
NCAM1,7.23E-01,5.71E-01,-0.56792,-6.4892,-0.132395,NM_000615.5,
RAG1,7.23E-01,5.72E-01,0.566681,-6.4899,0.161944,NM_000448.2,
IL19,7.23E-01,5.72E-01,0.566418,-6.49,0.201543,NM_013371.3,
IL15,7.23E-01,5.73E-01,0.564815,-6.4909,0.085327,NM_172174.1,
PRAME,7.28E-01,5.79E-01,0.55685,-6.4953,0.257084,NM_006115.3,
CD55,7.35E-01,5.85E-01,0.547377,-6.5005,0.121484,NM_000574.3,
USP9Y,7.37E-01,5.87E-01,0.544476,-6.5021,0.220243,NM_004654.3,
CCL26,7.37E-01,5.89E-01,-0.541533,-6.5037,-0.193701,NM_006072.4,NA
CDH5,7.37E-01,5.90E-01,0.541209,-6.5038,0.088767,NM_001795.3,
ITGA2,7.39E-01,5.92E-01,0.537917,-6.5056,0.084642,NM_002203.2,
CCL8,7.45E-01,5.98E-01,0.529364,-6.5101,0.134014,NM_005623.2,NA
CAMP,7.45E-01,5.99E-01,0.528043,-6.5108,0.125993,NM_004345.3,NA
IRAK2,7.56E-01,6.08E-01,0.514047,-6.518,0.096971,NM_001570.3,
IFNGR1,7.58E-01,6.12E-01,-0.509468,-6.5204,-0.063077,NM_000416.1,
RORA,7.58E-01,6.14E-01,0.505964,-6.5221,0.073056,NM_134261.2,
SOCS1,7.58E-01,6.14E-01,0.505854,-6.5222,0.095755,NM_003745.1,
DDX58,7.58E-01,6.15E-01,-0.504289,-6.523,-0.097969,NM_014314.3,
NEG_G,7.58E-01,6.15E-01,0.504061,-6.5231,0.038822,,ERCC_00144.1
HPRT1,7.58E-01,6.16E-01,-0.503298,-6.5234,-0.057569,NM_000194.1,
IL1R2,7.60E-01,6.18E-01,0.499938,-6.5251,0.167428,NM_173343.1,
TNF,7.60E-01,6.20E-01,-0.497745,-6.5262,-0.111422,NM_000594.2,
ITGA2B,7.66E-01,6.26E-01,0.489426,-6.5303,0.146581,NM_000419.3,
MAP2K4,7.67E-01,6.27E-01,-0.487839,-6.531,-0.053395,NM_003010.2,
MAPK8,7.68E-01,6.29E-01,-0.485049,-6.5324,-0.049611,NM_002750.2,
TNFRSF11B,7.71E-01,6.33E-01,0.479621,-6.535,0.134739,NM_002546.2,
IL5RA,7.77E-01,6.38E-01,0.471263,-6.5389,0.105198,NM_000564.3,
MAVS,7.78E-01,6.41E-01,-0.468236,-6.5403,-0.049414,NM_020746.3,
CD14,7.78E-01,6.41E-01,0.467932,-6.5405,0.075657,NM_000591.2,
FCER1A,7.80E-01,6.44E-01,0.463807,-6.5424,0.158468,NM_002001.2,
IFITM2,7.81E-01,6.45E-01,-0.461769,-6.5433,-0.07559,NM_006435.2,
NLRP3,7.81E-01,6.46E-01,0.460037,-6.5441,0.111609,NM_001079821.2,
ATG7,7.87E-01,6.54E-01,0.449558,-6.5488,0.062479,NM_001136031.2,NA
NUP107,7.87E-01,6.55E-01,0.448232,-6.5494,0.054971,NM_020401.2,
TNFSF14,7.87E-01,6.55E-01,-0.447487,-6.5497,-0.117626,NM_003807.3,
IFIT1,7.87E-01,6.56E-01,-0.447119,-6.5499,-0.145584,NM_001548.3,
TFE3,7.90E-01,6.59E-01,0.442332,-6.552,0.041829,NM_006521.3,
ATG12,7.91E-01,6.62E-01,0.438338,-6.5538,0.101696,NM_004707.2,NA
CD70,7.91E-01,6.62E-01,-0.438277,-6.5538,-0.172637,NM_001252.2,
CYLD,7.93E-01,6.65E-01,-0.434396,-6.5555,-0.051763,NM_015247.1,
RELB,7.96E-01,6.69E-01,0.428783,-6.5579,0.072166,NM_006509.2,
SIGLEC1,7.96E-01,6.69E-01,-0.428472,-6.558,-0.108817,NM_023068.3,
ATG16L1,7.96E-01,6.70E-01,0.427009,-6.5586,0.036072,NM_198890.2,NA
F13A1,7.97E-01,6.72E-01,0.425157,-6.5594,0.117779,NM_000129.3,
CXCL12,8.00E-01,6.76E-01,0.419446,-6.5618,0.18142,NM_000609.5,
GATA3,8.01E-01,6.78E-01,0.416332,-6.5631,0.080862,NM_001002295.1,
TNFRSF10B,8.01E-01,6.79E-01,-0.415711,-6.5633,-0.050535,NM_003842.3,
TAP1,8.07E-01,6.84E-01,0.407618,-6.5666,0.064812,NM_000593.5,
IFNAR2,8.07E-01,6.85E-01,0.406597,-6.5671,0.049609,NM_000874.3,
CFD,8.11E-01,6.90E-01,0.400215,-6.5696,0.088756,NM_001928.2,
CCL11,8.24E-01,7.02E-01,0.383654,-6.576,0.128311,NM_002986.2,NA
NEG_H,8.27E-01,7.05E-01,-0.379075,-6.5778,-0.04371,,ERCC_00154.1
NEG_B,8.30E-01,7.09E-01,0.373738,-6.5798,0.063656,,ERCC_00041.1
JAM3,8.30E-01,7.10E-01,0.372245,-6.5803,0.077725,NM_032801.3,
NFKB2,8.37E-01,7.17E-01,-0.362976,-6.5837,-0.055105,NM_002502.2,
NEFL,8.37E-01,7.19E-01,-0.361177,-6.5843,-0.133662,NM_006158.3,
HCK,8.40E-01,7.22E-01,-0.356512,-6.586,-0.052214,NM_002110.2,
FPR2,8.40E-01,7.23E-01,0.35557,-6.5863,0.087838,NM_001462.3,
CCL3L1,8.40E-01,7.24E-01,0.354239,-6.5868,0.106624,NM_021006.4,NA
BAX,8.42E-01,7.27E-01,0.349915,-6.5883,0.032053,NM_138761.3,NA
IRF1,8.42E-01,7.28E-01,0.348156,-6.5889,0.061315,NM_002198.1,
PLA2G6,8.49E-01,7.35E-01,0.339022,-6.592,0.047688,NM_001004426.1,
TAP2,8.51E-01,7.38E-01,-0.335732,-6.5931,-0.04188,NM_000544.3,
TTK,8.51E-01,7.40E-01,-0.333408,-6.5939,-0.043202,NM_003318.3,
CXCL11,8.55E-01,7.43E-01,0.328216,-6.5956,0.144875,NM_005409.4,
CCL2,8.60E-01,7.50E-01,-0.32006,-6.5982,-0.066964,NM_002982.3,NA
DEFB1,8.64E-01,7.53E-01,-0.315049,-6.5998,-0.065625,NM_005218.3,
PIK3CD,8.66E-01,7.58E-01,-0.309528,-6.6015,-0.056297,NM_005026.3,
LTB,8.66E-01,7.58E-01,-0.308798,-6.6018,-0.091697,NM_002341.1,
NFATC1,8.70E-01,7.63E-01,-0.301916,-6.6038,-0.054361,NM_172389.1,
ATF1,8.70E-01,7.63E-01,0.301906,-6.6038,0.02794,NM_005171.2,NA
CCL28,8.70E-01,7.65E-01,0.29971,-6.6045,0.080344,NM_148672.2,NA
SMPD3,8.70E-01,7.66E-01,0.298618,-6.6048,0.08647,NM_018667.3,
CD74,8.72E-01,7.68E-01,-0.29547,-6.6058,-0.070845,NM_001025159.1,
DOCK9,8.77E-01,7.74E-01,0.288141,-6.6079,0.036526,NM_001130048.1,
CD207,8.77E-01,7.76E-01,0.285773,-6.6086,0.106367,NM_015717.2,
NOD1,8.78E-01,7.78E-01,-0.282179,-6.6096,-0.030618,NM_006092.1,
EPCAM,8.78E-01,7.79E-01,-0.280927,-6.6099,-0.077762,NM_002354.1,
C1QBP,8.78E-01,7.80E-01,0.280535,-6.61,0.028991,NM_001212.3,NA
CTSG,8.82E-01,7.85E-01,-0.274005,-6.6118,-0.092205,NM_001911.2,
NOL7,8.82E-01,7.86E-01,-0.272828,-6.6121,-0.039351,NM_016167.3,
TREM2,8.83E-01,7.88E-01,-0.269094,-6.6131,-0.088231,NM_018965.3,
MAGEA4,8.83E-01,7.89E-01,0.268663,-6.6133,0.125712,NM_001011548.1,
GNLY,8.84E-01,7.90E-01,0.26654,-6.6138,0.070965,NM_006433.2,
TAB1,8.90E-01,7.97E-01,-0.257472,-6.6162,-0.025461,NM_153497.2,
IL23A,8.91E-01,7.99E-01,0.254849,-6.6168,0.078125,NM_016584.2,
ITGAX,8.92E-01,8.01E-01,0.252549,-6.6174,0.047267,NM_000887.3,
AKT3,9.00E-01,8.10E-01,0.24152,-6.6201,0.045905,NM_181690.1,NA
FCGR2A,9.00E-01,8.10E-01,0.240699,-6.6203,0.046054,NM_021642.3,
CEACAM6,9.00E-01,8.12E-01,-0.238728,-6.6208,-0.078114,NM_002483.4,
KLRC1,9.00E-01,8.13E-01,0.236795,-6.6213,0.04923,NM_002259.3,
IFITM1,9.00E-01,8.14E-01,0.236417,-6.6213,0.048628,NM_003641.3,
POLR2A,9.00E-01,8.16E-01,-0.233861,-6.6219,-0.019326,NM_000937.2,
IL2RA,9.00E-01,8.16E-01,-0.23346,-6.622,-0.045158,NM_000417.1,
LCN2,9.01E-01,8.18E-01,0.230294,-6.6228,0.071474,NM_005564.3,
DDX43,9.02E-01,8.20E-01,0.22762,-6.6234,0.076789,NM_018665.2,
FLT3LG,9.07E-01,8.27E-01,0.219443,-6.6252,0.038806,NM_001459.3,
PRKCE,9.07E-01,8.30E-01,0.214691,-6.6262,0.034026,NM_005400.2,
LILRA5,9.07E-01,8.31E-01,-0.21335,-6.6265,-0.064183,NM_181879.2,
XCR1,9.07E-01,8.32E-01,-0.212963,-6.6266,-0.051073,NM_005283.2,
MST1R,9.07E-01,8.32E-01,-0.212814,-6.6266,-0.040734,NM_002447.1,
CCL7,9.07E-01,8.32E-01,0.212696,-6.6266,0.046834,NM_006273.2,NA
CCL22,9.12E-01,8.37E-01,0.206116,-6.628,0.045645,NM_002990.3,NA
RIPK2,9.12E-01,8.39E-01,-0.203847,-6.6285,-0.030144,NM_003821.5,
TNFSF13,9.14E-01,8.42E-01,0.200475,-6.6291,0.034765,NM_003808.3,
IL1RL1,9.15E-01,8.44E-01,-0.197271,-6.6298,-0.059629,NM_016232.4,
S100A8,9.15E-01,8.45E-01,-0.196263,-6.63,-0.067399,NM_002964.3,
CARD11,9.17E-01,8.48E-01,0.192401,-6.6307,0.045948,NM_032415.2,NA
BMI1,9.18E-01,8.50E-01,0.189617,-6.6312,0.023927,NM_005180.5,NA
TNFRSF4,9.18E-01,8.51E-01,0.188494,-6.6314,0.039691,NM_003327.2,
IFIH1,9.21E-01,8.56E-01,-0.18215,-6.6326,-0.035131,NM_022168.2,
MAP4K2,9.21E-01,8.58E-01,0.17964,-6.6331,0.019959,NM_004579.2,
LAIR2,9.21E-01,8.58E-01,0.179084,-6.6332,0.040864,NM_002288.3,
IL18R1,9.21E-01,8.58E-01,0.179024,-6.6332,0.03696,NM_003855.2,
OAS3,9.22E-01,8.62E-01,-0.174853,-6.6339,-0.030787,NM_006187.2,
FOXJ1,9.22E-01,8.62E-01,-0.174099,-6.634,-0.044456,NM_001454.3,
TLR9,9.25E-01,8.66E-01,-0.169447,-6.6348,-0.035392,NM_017442.2,
MAGEA3,9.36E-01,8.79E-01,-0.153158,-6.6374,-0.127386,NM_005362.3,
CXCR1,9.36E-01,8.80E-01,-0.151793,-6.6377,-0.031629,NM_000634.2,
CD200,9.36E-01,8.80E-01,-0.151562,-6.6377,-0.045208,NM_005944.5,
NEG_C,9.36E-01,8.82E-01,0.149382,-6.638,0.031404,,ERCC_00019.1
TRAF2,9.36E-01,8.83E-01,0.148171,-6.6382,0.026639,NM_021138.3,
TMUB2,9.37E-01,8.86E-01,-0.143911,-6.6388,-0.010021,NM_024107.2,
STAT6,9.37E-01,8.87E-01,-0.142788,-6.639,-0.012179,NM_003153.3,
IL34,9.37E-01,8.87E-01,0.142475,-6.639,0.034759,NM_152456.1,
PSMB10,9.38E-01,8.89E-01,-0.139535,-6.6394,-0.022713,NM_002801.2,
TBP,9.44E-01,8.96E-01,0.131476,-6.6405,0.012337,NM_001172085.1,
CCL21,9.46E-01,9.04E-01,0.121489,-6.6418,0.049352,NM_002989.2,NA
ATM,9.46E-01,9.04E-01,0.121272,-6.6418,0.032806,NM_000051.3,NA
C1S,9.46E-01,9.04E-01,0.121168,-6.6418,0.023863,NM_001734.2,NA
EDC3,9.46E-01,9.04E-01,-0.121136,-6.6418,-0.010666,NM_001142443.1,
BST2,9.46E-01,9.04E-01,0.120753,-6.6419,0.028808,NM_004335.2,NA
LGALS3,9.46E-01,9.05E-01,-0.119801,-6.642,-0.017057,NM_001177388.1,
CD80,9.49E-01,9.09E-01,-0.115085,-6.6425,-0.028388,NM_005191.3,
MUC1,9.51E-01,9.13E-01,-0.11007,-6.6431,-0.026288,NM_001018017.1,
CARD9,9.53E-01,9.15E-01,0.106372,-6.6435,0.026721,NM_052813.4,NA
TXNIP,9.55E-01,9.18E-01,-0.103073,-6.6438,-0.017904,NM_006472.1,
CCL4,9.56E-01,9.20E-01,0.100354,-6.6441,0.025608,NM_002984.2,NA
CEACAM1,9.56E-01,9.22E-01,-0.097869,-6.6443,-0.028458,NM_001712.3,
CCL24,9.58E-01,9.25E-01,-0.094235,-6.6447,-0.027357,NM_002991.2,NA
CLEC5A,9.71E-01,9.39E-01,-0.076695,-6.6462,-0.022614,NM_013252.2,
SAP130,9.74E-01,9.43E-01,-0.07181,-6.6465,-0.005917,NM_024545.3,
RPS6,9.75E-01,9.45E-01,0.069463,-6.6467,0.006885,NM_001010.2,
EGR2,9.77E-01,9.49E-01,-0.064296,-6.647,-0.017949,NM_000399.3,
G6PD,9.77E-01,9.50E-01,-0.063087,-6.6471,-0.010291,NM_000402.2,
KIR_Activating_Subgroup_2,9.79E-01,9.54E-01,0.058102,-6.6474,0.01424,NM_014512.1,
TRAF3,9.79E-01,9.54E-01,0.057762,-6.6474,0.005325,NM_145725.1,
IFI35,9.81E-01,9.58E-01,-0.053225,-6.6477,-0.008613,NM_005533.3,
NOD2,9.84E-01,9.64E-01,0.045766,-6.6481,0.015253,NM_022162.1,
FAS,9.84E-01,9.64E-01,-0.045159,-6.6481,-0.010441,NM_000043.3,
ITGA1,9.84E-01,9.66E-01,-0.043335,-6.6482,-0.006175,NM_181501.1,
ADA,9.84E-01,9.66E-01,0.042849,-6.6482,0.005771,NM_000022.2,NA
TFEB,9.84E-01,9.66E-01,-0.042454,-6.6482,-0.006074,NM_007162.2,
STAT3,9.89E-01,9.72E-01,0.034877,-6.6485,0.003518,NM_139276.2,
TCF7,9.89E-01,9.74E-01,0.032231,-6.6486,0.007487,NM_003202.2,
F12,9.90E-01,9.78E-01,-0.028169,-6.6487,-0.006694,NM_000505.3,
CD47,9.90E-01,9.78E-01,0.027106,-6.6487,0.003585,NM_001777.3,
IL7R,9.90E-01,9.80E-01,0.025084,-6.6488,0.005598,NM_002185.2,
SERPING1,9.90E-01,9.82E-01,0.023155,-6.6488,0.004716,NM_000062.2,
NLRC5,9.90E-01,9.82E-01,0.022475,-6.6488,0.004063,NM_032206.4,
ENTPD1,9.90E-01,9.84E-01,0.020721,-6.6489,0.004397,NM_001098175.1,
MAGEA12,9.90E-01,9.84E-01,0.020568,-6.6489,0.004997,NM_001166386.1,
IL18,9.91E-01,9.86E-01,-0.018217,-6.6489,-0.004117,NM_001562.2,
HLA-DRB3,9.96E-01,9.92E-01,0.009963,-6.649,0.002241,NM_022555.3,
SERPINB2,9.98E-01,9.96E-01,-0.005454,-6.6491,-0.001909,NM_002575.1,
ZNF143,9.99E-01,9.99E-01,0.000819,-6.6491,0.000063,NM_003442.5,
ISG20,9.99E-01,9.99E-01,0.000629,-6.6491,0.000117,NM_002201.4,
