ID,adj.P.Val,P.Value,t,B,logFC,Gene,Gene.title
231281_at,0.214335,2.48E-02,-2.3287627,-3.60123,-5.04E-01,,
236468_at,0.214419,2.48E-02,-2.3283957,-3.60195,-2.04E-01,TMEM132B,transmembrane protein 132B
216288_at,0.214419,2.48E-02,-2.3283525,-3.60204,-1.78E-01,CYSLTR1,cysteinyl leukotriene receptor 1
239035_at,0.214419,2.48E-02,-2.328329,-3.60209,-2.44E-01,MTHFR,methylenetetrahydrofolate reductase (NAD(P)H)
208622_s_at,0.214419,2.48E-02,-2.3282761,-3.60219,-4.51E-01,EZR,ezrin
204507_s_at,0.214419,2.48E-02,2.3282606,-3.60222,3.34E-01,PPP3R1,"protein phosphatase 3 regulatory subunit B, alpha"
236160_at,0.214516,2.49E-02,-2.3279003,-3.60294,-2.65E-01,TRIP11,thyroid hormone receptor interactor 11
227856_at,0.214516,2.49E-02,-2.3278761,-3.60298,-4.50E-01,C4orf32,chromosome 4 open reading frame 32
210450_at,0.214516,2.49E-02,-2.3277578,-3.60322,-2.90E-01,IGHV5-78,immunoglobulin heavy variable 5-78 (pseudogene)
207460_at,0.214516,2.49E-02,-2.3277478,-3.60324,-2.82E-01,GZMM,granzyme M
226363_at,0.214516,2.49E-02,2.3277323,-3.60327,5.25E-01,ABCC5,ATP binding cassette subfamily C member 5
217905_at,0.214585,2.49E-02,2.327528,-3.60367,2.29E-01,MCMBP,minichromosome maintenance complex binding protein
225736_at,0.214691,2.49E-02,2.3272516,-3.60422,4.96E-01,FBXO22,F-box protein 22
225099_at,0.214818,2.49E-02,2.3269327,-3.60485,4.73E-01,FBXO45,F-box protein 45
242271_at,0.214846,2.49E-02,-2.3268098,-3.6051,-6.25E-01,SLC26A9,solute carrier family 26 member 9
221520_s_at,0.214971,2.50E-02,2.3264951,-3.60572,2.52E-01,CDCA8,cell division cycle associated 8
234886_at,0.214976,2.50E-02,-2.3262931,-3.60612,-1.85E-01,,
213525_at,0.214976,2.50E-02,-2.3262287,-3.60625,-1.54E-01,,
207458_at,0.214976,2.50E-02,-2.3260764,-3.60655,-1.22E-01,RHPN1-AS1,RHPN1 antisense RNA 1 (head to head)
230425_at,0.214976,2.50E-02,2.3260567,-3.60659,7.53E-01,EPHB1,EPH receptor B1
238549_at,0.214976,2.50E-02,2.3260481,-3.60661,4.50E-01,CBFA2T2,CBFA2/RUNX1 translocation partner 2
1560237_at,0.214976,2.50E-02,-2.3260212,-3.60666,-1.33E-01,,
209718_at,0.214976,2.50E-02,2.3260154,-3.60667,1.53E-01,NCAPH2,non-SMC condensin II complex subunit H2
224937_at,0.214997,2.50E-02,2.3259066,-3.60689,4.34E-01,PTGFRN,prostaglandin F2 receptor inhibitor
202178_at,0.215018,2.50E-02,-2.3257985,-3.6071,-3.43E-01,PRKCZ,protein kinase C zeta
240091_at,0.215019,2.50E-02,-2.3257305,-3.60724,-1.45E-01,PSMA8,proteasome subunit alpha 8
230756_at,0.215074,2.50E-02,2.3255118,-3.60767,2.93E-01,ZNF683,zinc finger protein 683
1556531_at,0.215074,2.50E-02,-2.3254658,-3.60776,-1.20E-01,,
240830_at,0.215074,2.50E-02,-2.3253933,-3.60791,-3.59E-01,SCARNA17,small Cajal body-specific RNA 17
236055_at,0.215074,2.50E-02,2.3253524,-3.60799,2.58E-01,DQX1,DEAQ-box RNA dependent ATPase 1
241433_at,0.215094,2.50E-02,-2.3252458,-3.6082,-1.54E-01,RCOR3,REST corepressor 3
243773_at,0.21511,2.50E-02,2.3251466,-3.60839,2.90E-01,PDCD2,programmed cell death 2
226154_at,0.215126,2.50E-02,2.3250493,-3.60859,4.41E-01,DNM1L,dynamin 1 like
215313_x_at,0.215156,2.50E-02,-2.3249233,-3.60884,-2.71E-01,HLA-A,"major histocompatibility complex, class I, A"
238879_at,0.215301,2.51E-02,2.3245691,-3.60954,4.83E-01,DCUN1D1,defective in cullin neddylation 1 domain containing 1
219258_at,0.215316,2.51E-02,2.3244714,-3.60973,5.81E-01,TIPIN,TIMELESS interacting protein
1552875_a_at,0.215322,2.51E-02,-2.324176,-3.61032,-1.68E-01,CD200R1,CD200 receptor 1
212223_at,0.215322,2.51E-02,-2.3240895,-3.61049,-3.69E-01,IDS,iduronate 2-sulfatase
242292_at,0.215322,2.51E-02,-2.3239875,-3.61069,-2.25E-01,FAM226B///FAM226A,family with sequence similarity 226 member B (non-protein coding)///family with sequence similarity 226 member A (non-protein coding)
217554_at,0.215322,2.51E-02,2.3239785,-3.61071,2.23E-01,,
231291_at,0.215322,2.51E-02,-2.323906,-3.61085,-2.71E-01,GIPR,gastric inhibitory polypeptide receptor
242521_at,0.215322,2.51E-02,-2.3238789,-3.61091,-3.83E-01,CARD8-AS1,CARD8 antisense RNA 1
242546_at,0.215322,2.51E-02,2.3238771,-3.61091,6.71E-01,LINC01296///DUXAP10,long intergenic non-protein coding RNA 1296///double homeobox A pseudogene 10
1556261_a_at,0.215322,2.51E-02,-2.3238586,-3.61095,-2.36E-01,LOC105378732,uncharacterized LOC105378732
230760_at,0.215322,2.51E-02,2.3238429,-3.61098,9.91E-01,ZFY,"zinc finger protein, Y-linked"
235515_at,0.215322,2.51E-02,-2.323791,-3.61108,-2.56E-01,SYNE4,spectrin repeat containing nuclear envelope family member 4
227173_s_at,0.215334,2.51E-02,-2.3237002,-3.61126,-2.95E-01,BACH2,BTB domain and CNC homolog 2
207382_at,0.215411,2.51E-02,2.3234813,-3.61169,4.33E-01,TP63,tumor protein p63
214749_s_at,0.215455,2.51E-02,-2.3233276,-3.612,-4.71E-01,ARMCX6,"armadillo repeat containing, X-linked 6"
228394_at,0.215533,2.52E-02,-2.3230569,-3.61253,-2.16E-01,STK10,serine/threonine kinase 10
229795_at,0.215533,2.52E-02,2.3230408,-3.61257,5.82E-01,,
220378_at,0.215561,2.52E-02,-2.322896,-3.61285,-2.00E-01,TCP11,t-complex 11
1559584_a_at,0.215561,2.52E-02,-2.3228518,-3.61294,-1,C16orf54,chromosome 16 open reading frame 54
219647_at,0.215678,2.52E-02,2.3225437,-3.61355,3.52E-01,POPDC2,popeye domain containing 2
214017_s_at,0.215678,2.52E-02,2.3224869,-3.61366,2.12E-01,DHX34,DEAH-box helicase 34
229430_at,0.215709,2.52E-02,-2.3223581,-3.61392,-2.64E-01,C8orf46,chromosome 8 open reading frame 46
225161_at,0.215752,2.52E-02,2.3222081,-3.61422,3.98E-01,GFM1,G elongation factor mitochondrial 1
241782_at,0.215808,2.52E-02,-2.3219631,-3.6147,-3.56E-01,NEBL,nebulette
1557570_a_at,0.215808,2.52E-02,2.3219559,-3.61471,2.48E-01,LINC01305,long intergenic non-protein coding RNA 1305
218918_at,0.215808,2.52E-02,-2.3218969,-3.61483,-3.58E-01,MAN1C1,mannosidase alpha class 1C member 1
225860_at,0.215826,2.52E-02,-2.3217864,-3.61505,-2.04E-01,MMP24-AS1,MMP24 antisense RNA 1
211839_s_at,0.215826,2.52E-02,-2.3217268,-3.61517,-1.55E-01,CSF1,colony stimulating factor 1
202436_s_at,0.215875,2.52E-02,-2.3215586,-3.6155,-7.36E-01,CYP1B1,cytochrome P450 family 1 subfamily B member 1
243735_at,0.215875,2.52E-02,2.3214978,-3.61562,3.08E-01,ELP2,elongator acetyltransferase complex subunit 2
217467_at,0.21591,2.53E-02,2.3213606,-3.61589,1.62E-01,BTF3P13,basic transcription factor 3 pseudogene 13
224881_at,0.21598,2.53E-02,2.3211567,-3.6163,2.94E-01,VKORC1L1,vitamin K epoxide reductase complex subunit 1 like 1
206224_at,0.216055,2.53E-02,2.3209033,-3.6168,3.59E-01,CST1,cystatin SN
221535_at,0.216055,2.53E-02,2.3208374,-3.61693,3.36E-01,LSG1,large 60S subunit nuclear export GTPase 1
215006_at,0.216055,2.53E-02,2.3208079,-3.61699,3.61E-01,,
239638_at,0.216143,2.53E-02,2.3205679,-3.61746,3.23E-01,,
203381_s_at,0.216196,2.53E-02,2.3203975,-3.6178,6.51E-01,APOE,apolipoprotein E
223404_s_at,0.21623,2.53E-02,-2.3202194,-3.61815,-3.50E-01,TRMT1L,tRNA methyltransferase 1 like
219065_s_at,0.21623,2.53E-02,2.3201976,-3.61819,2.97E-01,DPY30///MEMO1,"dpy-30, histone methyltransferase complex regulatory subunit///mediator of cell motility 1"
1553759_at,0.216304,2.53E-02,2.319985,-3.61861,1.60E-01,MCM9,minichromosome maintenance 9 homologous recombination repair factor
207474_at,0.216323,2.53E-02,-2.3198173,-3.61895,-2.04E-01,SNRK,SNF related kinase
1566084_at,0.216323,2.53E-02,2.3198147,-3.61895,2.67E-01,,
229716_at,0.216394,2.54E-02,-2.3196083,-3.61936,-1.76E-01,UBXN10-AS1,UBXN10 antisense RNA 1
236346_at,0.216504,2.54E-02,-2.319266,-3.62004,-3.13E-01,,
236224_at,0.216504,2.54E-02,-2.3192573,-3.62005,-4.13E-01,RIT1,Ras like without CAAX 1
1554293_at,0.216643,2.54E-02,-2.3188491,-3.62086,-2.25E-01,TTBK2,tau tubulin kinase 2
242172_at,0.216643,2.54E-02,-2.3188474,-3.62086,-2.94E-01,,
232959_at,0.216643,2.54E-02,2.3187841,-3.62099,1.96E-01,,
203172_at,0.216673,2.54E-02,2.3186292,-3.6213,1.35E-01,FXR2,FMR1 autosomal homolog 2
200030_s_at,0.216673,2.54E-02,2.3184863,-3.62158,2.50E-01,SLC25A3,solute carrier family 25 member 3
207957_s_at,0.216673,2.54E-02,-2.3184455,-3.62166,-8.61E-01,PRKCB,protein kinase C beta
213618_at,0.216673,2.54E-02,-2.3183898,-3.62177,-4.62E-01,ARAP2,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2"
212147_at,0.216673,2.54E-02,2.3182959,-3.62196,1.50E-01,SMG5,"SMG5, nonsense mediated mRNA decay factor"
244599_at,0.216673,2.54E-02,-2.3182576,-3.62203,-3.29E-01,,
208726_s_at,0.216673,2.54E-02,2.3181786,-3.62219,4.05E-01,EIF2S2,eukaryotic translation initiation factor 2 subunit beta
204674_at,0.216673,2.54E-02,-2.318089,-3.62236,-6.69E-01,LRMP,lymphoid restricted membrane protein
205470_s_at,0.216673,2.54E-02,-2.3180771,-3.62239,-4.59E-01,KLK11,kallikrein related peptidase 11
210390_s_at,0.216673,2.54E-02,-2.3180609,-3.62242,-7.36E-01,CCL15-CCL14///CCL15,CCL15-CCL14 readthrough (NMD candidate)///C-C motif chemokine ligand 15
212611_at,0.21675,2.55E-02,-2.3178436,-3.62285,-3.44E-01,DTX4,deltex E3 ubiquitin ligase 4
1557331_at,0.216753,2.55E-02,2.3177706,-3.62299,2.51E-01,POLR1B,RNA polymerase I subunit B
1564399_a_at,0.217106,2.55E-02,-2.3170103,-3.6245,-1.22E-01,ARMCX4,"armadillo repeat containing, X-linked 4"
228835_at,0.217207,2.55E-02,2.3167452,-3.62502,3.01E-01,,
210673_x_at,0.217265,2.55E-02,-2.3165152,-3.62547,-1.82E-01,NKX2-1,NK2 homeobox 1
204510_at,0.217265,2.55E-02,2.3164972,-3.62551,5.21E-01,CDC7,cell division cycle 7
202518_at,0.217474,2.56E-02,2.3160213,-3.62645,1.76E-01,BCL7B,BCL tumor suppressor 7B
226611_s_at,0.217566,2.56E-02,2.3157684,-3.62695,6.78E-01,CENPV,centromere protein V
203284_s_at,0.217566,2.56E-02,2.3156707,-3.62714,3.87E-01,HS2ST1,heparan sulfate 2-O-sulfotransferase 1
218512_at,0.217566,2.56E-02,2.3155682,-3.62735,4.05E-01,WDR12,WD repeat domain 12
206541_at,0.217566,2.56E-02,-2.3155543,-3.62737,-3.23E-01,KLKB1,kallikrein B1
213982_s_at,0.217566,2.56E-02,-2.3155086,-3.62746,-4.90E-01,RABGAP1L,RAB GTPase activating protein 1 like
210613_s_at,0.217835,2.56E-02,-2.3148772,-3.62871,-5.30E-01,SYNGR1,synaptogyrin 1
1560402_at,0.217835,2.56E-02,2.3148489,-3.62877,2.72E-01,GAS5,growth arrest specific 5 (non-protein coding)
223313_s_at,0.217841,2.56E-02,2.3147387,-3.62898,4.77E-01,SNORA11E///SNORA11D///MAGED4///MAGED4B,"small nucleolar RNA, H/ACA box 11E///small nucleolar RNA, H/ACA box 11D///MAGE family member D4///MAGE family member D4B"
221182_at,0.217841,2.57E-02,-2.314705,-3.62905,-3.20E-01,MROH9,maestro heat like repeat family member 9
215608_at,0.217945,2.57E-02,-2.3144334,-3.62959,-1.57E-01,,
223210_at,0.218249,2.57E-02,-2.3136765,-3.63108,-4.68E-01,CHURC1,churchill domain containing 1
226445_s_at,0.218249,2.57E-02,-2.3136491,-3.63114,-2.56E-01,TRIM41,tripartite motif containing 41
212021_s_at,0.218249,2.57E-02,2.3135667,-3.6313,3.38E-01,MKI67,marker of proliferation Ki-67
1553991_s_at,0.218249,2.57E-02,-2.3135309,-3.63137,-2.35E-01,LOC101928274///VSIG10,uncharacterized LOC101928274///V-set and immunoglobulin domain containing 10
212192_at,0.218249,2.57E-02,-2.3135068,-3.63142,-6.31E-01,KCTD12,potassium channel tetramerization domain containing 12
1553247_a_at,0.218393,2.57E-02,-2.3131214,-3.63218,-2.00E-01,ZNF709,zinc finger protein 709
237334_at,0.218393,2.58E-02,2.3130165,-3.63238,3.11E-01,SFXN2,sideroflexin 2
222592_s_at,0.218393,2.58E-02,-2.3129286,-3.63256,-3.95E-01,ACSL5,acyl-CoA synthetase long-chain family member 5
219821_s_at,0.218393,2.58E-02,-2.3129094,-3.6326,-3.87E-01,GFOD1,glucose-fructose oxidoreductase domain containing 1
222656_at,0.218393,2.58E-02,2.3128941,-3.63263,4.59E-01,UBE2W,ubiquitin conjugating enzyme E2 W (putative)
212472_at,0.218441,2.58E-02,2.3127336,-3.63294,3.47E-01,MICAL2,"microtubule associated monooxygenase, calponin and LIM domain containing 2"
225243_s_at,0.218502,2.58E-02,-2.3125483,-3.63331,-3.47E-01,SLMAP,sarcolemma associated protein
234297_at,0.218518,2.58E-02,-2.3124505,-3.6335,-2.19E-01,SDHAP3///RGS8,succinate dehydrogenase complex flavoprotein subunit A pseudogene 3///regulator of G-protein signaling 8
242449_at,0.218546,2.58E-02,2.3123297,-3.63374,2.40E-01,,
224849_at,0.21861,2.58E-02,2.3121003,-3.63419,2.67E-01,TTC17,tetratricopeptide repeat domain 17
228347_at,0.21861,2.58E-02,-2.312072,-3.63425,-6.16E-01,SIX1,SIX homeobox 1
210387_at,0.218763,2.58E-02,-2.3115952,-3.63519,-4.14E-01,HIST1H2BJ///HIST1H2BG,"histone cluster 1, H2bj///histone cluster 1, H2bg"
226308_at,0.218763,2.58E-02,2.3115916,-3.6352,3.11E-01,HAUS8,HAUS augmin like complex subunit 8
207145_at,0.218763,2.58E-02,2.3115435,-3.63529,1.22E-01,MSTN,myostatin
1563983_at,0.218763,2.58E-02,-2.3115096,-3.63536,-1.31E-01,TPT1-AS1,TPT1 antisense RNA 1
215146_s_at,0.218799,2.59E-02,2.3113729,-3.63563,5.83E-01,TTC28,tetratricopeptide repeat domain 28
239964_at,0.218859,2.59E-02,-2.3111869,-3.63599,-1.33E-01,TCL6,T-cell leukemia/lymphoma 6 (non-protein coding)
234849_at,0.218859,2.59E-02,-2.3111231,-3.63612,-1.68E-01,YME1L1,YME1 like 1 ATPase
207585_s_at,0.218936,2.59E-02,-2.3109076,-3.63655,-3.73E-01,RPL36AL,ribosomal protein L36a like
232883_at,0.218953,2.59E-02,2.3108087,-3.63674,3.05E-01,,
1558683_a_at,0.219001,2.59E-02,-2.3106475,-3.63706,-1.34E-01,HMGA2,high mobility group AT-hook 2
232187_at,0.219045,2.59E-02,-2.3104956,-3.63736,-1.65E-01,PALMD,palmdelphin
236066_at,0.219056,2.59E-02,2.310409,-3.63753,1.63E-01,,
238228_at,0.219105,2.59E-02,-2.3102474,-3.63785,-1.84E-01,,
209832_s_at,0.219192,2.59E-02,2.3100105,-3.63831,2.52E-01,CDT1,chromatin licensing and DNA replication factor 1
1554768_a_at,0.219361,2.60E-02,2.3095494,-3.63922,5.91E-01,MAD2L1,MAD2 mitotic arrest deficient-like 1 (yeast)
209356_x_at,0.219361,2.60E-02,-2.3095047,-3.63931,-1.96E-01,EFEMP2,EGF containing fibulin like extracellular matrix protein 2
226972_s_at,0.219361,2.60E-02,-2.3094838,-3.63935,-2.08E-01,CCDC136,coiled-coil domain containing 136
214075_at,0.219399,2.60E-02,2.309298,-3.63972,2.14E-01,NENF,neudesin neurotrophic factor
218562_s_at,0.219399,2.60E-02,2.3092403,-3.63983,4.97E-01,TMEM57,transmembrane protein 57
205556_at,0.219399,2.60E-02,2.3092105,-3.63989,1.18E-01,MSX2,msh homeobox 2
240824_at,0.219472,2.60E-02,-2.3090026,-3.6403,-4.17E-01,,
227611_at,0.219511,2.60E-02,2.3088607,-3.64058,5.04E-01,TARSL2,threonyl-tRNA synthetase like 2
1554683_a_at,0.219984,2.61E-02,-2.307859,-3.64256,-1.44E-01,CCDC187,coiled-coil domain containing 187
1570645_at,0.219984,2.61E-02,-2.3078053,-3.64266,-1.03E-01,,
38691_s_at,0.219984,2.61E-02,-2.3076824,-3.6429,-1.47E-01,SFTPC,surfactant protein C
1552837_at,0.219984,2.61E-02,-2.3076764,-3.64292,-9.02E-02,ICK,intestinal cell (MAK-like) kinase
210208_x_at,0.220038,2.61E-02,-2.3074664,-3.64333,-3.06E-01,BAG6,BCL2 associated athanogene 6
223279_s_at,0.220038,2.61E-02,-2.3073908,-3.64348,-3.67E-01,UACA,uveal autoantigen with coiled-coil domains and ankyrin repeats
212536_at,0.220038,2.61E-02,2.3073735,-3.64351,2.77E-01,ATP11B,ATPase phospholipid transporting 11B (putative)
235534_at,0.220092,2.61E-02,2.3071495,-3.64395,1.94E-01,PHLDA3,pleckstrin homology like domain family A member 3
239206_at,0.220092,2.61E-02,-2.307136,-3.64398,-1.75E-01,CR1L,complement component 3b/4b receptor 1-like
204783_at,0.220114,2.61E-02,-2.3070279,-3.64419,-7.79E-01,MLF1,myeloid leukemia factor 1
229637_at,0.22034,2.61E-02,2.3065173,-3.6452,1.91E-01,RIC8B,RIC8 guanine nucleotide exchange factor B
225301_s_at,0.22034,2.62E-02,-2.3064574,-3.64532,-5.33E-01,MYO5B,myosin VB
228450_at,0.220382,2.62E-02,-2.3063101,-3.64561,-2.91E-01,PLEKHA7,pleckstrin homology domain containing A7
214376_at,0.22048,2.62E-02,-2.3060537,-3.64611,-2.67E-01,MAPK10,mitogen-activated protein kinase 10
1558996_at,0.220637,2.62E-02,-2.3056833,-3.64684,-2.61E-01,FOXP1,forkhead box P1
228592_at,0.220693,2.62E-02,-2.3055082,-3.64719,-1.63,MS4A1,membrane spanning 4-domains A1
201491_at,0.220739,2.62E-02,-2.3052583,-3.64768,-4.42E-01,AHSA1,activator of Hsp90 ATPase activity 1
209193_at,0.220739,2.62E-02,-2.3052393,-3.64771,-2.29E-01,PIM1,"Pim-1 proto-oncogene, serine/threonine kinase"
1554080_at,0.220739,2.62E-02,2.3052225,-3.64775,3.72E-01,CNOT9,CCR4-NOT transcription complex subunit 9
202535_at,0.2209,2.62E-02,2.3048429,-3.6485,3.61E-01,FADD,Fas associated via death domain
1553801_a_at,0.221069,2.63E-02,2.3043956,-3.64938,3.13E-01,DTD2,D-tyrosyl-tRNA deacylase 2 (putative)
204422_s_at,0.221069,2.63E-02,2.3043843,-3.6494,6.09E-01,FGF2,fibroblast growth factor 2
205342_s_at,0.221081,2.63E-02,2.3042954,-3.64957,2.70E-01,SULT1C2,sulfotransferase family 1C member 2
225659_at,0.221104,2.63E-02,2.3041846,-3.64979,3.93E-01,SPOPL,speckle type BTB/POZ protein like
226625_at,0.221287,2.63E-02,-2.3037643,-3.65062,-5.81E-01,TGFBR3,transforming growth factor beta receptor 3
217523_at,0.221305,2.63E-02,2.303665,-3.65081,8.11E-01,CD44,CD44 molecule (Indian blood group)
235033_at,0.221309,2.63E-02,2.3035894,-3.65096,3.73E-01,NPEPL1,aminopeptidase-like 1
220007_at,0.221309,2.63E-02,2.3035262,-3.65109,3.47E-01,METTL8,methyltransferase like 8
211689_s_at,0.221437,2.63E-02,-2.303212,-3.6517,-5.14E-01,TMPRSS2,"transmembrane protease, serine 2"
222533_at,0.221464,2.64E-02,-2.3030936,-3.65194,-3.02E-01,CRBN,cereblon
205580_s_at,0.221692,2.64E-02,-2.3025869,-3.65293,-1.83E-01,HRH1,histamine receptor H1
235787_at,0.221763,2.64E-02,2.302275,-3.65355,4.75E-01,CDC37L1,cell division cycle 37 like 1
244347_at,0.221763,2.64E-02,2.3022294,-3.65364,3.59E-01,,
205990_s_at,0.221763,2.64E-02,2.3021624,-3.65377,7.63E-01,WNT5A,Wnt family member 5A
224922_at,0.221763,2.64E-02,-2.3021121,-3.65387,-2.39E-01,CSNK2A2,casein kinase 2 alpha 2
240939_x_at,0.221763,2.64E-02,2.3020778,-3.65394,7.61E-01,,
202379_s_at,0.221763,2.64E-02,-2.3020555,-3.65398,-5.92E-01,NKTR,natural killer cell triggering receptor
209315_at,0.221864,2.64E-02,2.3017135,-3.65465,4.80E-01,HBS1L,HBS1 like translational GTPase
228991_at,0.221864,2.64E-02,2.3016575,-3.65476,3.90E-01,CDK13,cyclin dependent kinase 13
1558034_s_at,0.221864,2.64E-02,-2.3015999,-3.65488,-6.56E-01,CP,ceruloplasmin (ferroxidase)
226685_at,0.221864,2.64E-02,2.3015974,-3.65488,4.19E-01,SNTB2,syntrophin beta 2
227065_at,0.221902,2.65E-02,2.301458,-3.65515,2.13E-01,RNF216,ring finger protein 216
233149_at,0.221975,2.65E-02,2.3012515,-3.65556,2.20E-01,RPS11P6,ribosomal protein S11 pseudogene 6
1558540_s_at,0.221988,2.65E-02,-2.301161,-3.65574,-2.01E-01,SLC2A11,solute carrier family 2 member 11
201449_at,0.222178,2.65E-02,2.3007292,-3.65659,4.92E-01,TIA1,TIA1 cytotoxic granule-associated RNA binding protein
221180_at,0.222265,2.65E-02,-2.3004467,-3.65714,-2.02E-01,MAP3K19,mitogen-activated protein kinase kinase kinase 19
228015_s_at,0.222265,2.65E-02,-2.3004306,-3.65717,-1.62E-01,TRIM8,tripartite motif containing 8
1552408_at,0.222273,2.65E-02,-2.3003499,-3.65733,-1.33E-01,ODF4,outer dense fiber of sperm tails 4
236056_s_at,0.222281,2.65E-02,-2.3002573,-3.65751,-1.84E-01,Mar-08,membrane associated ring-CH-type finger 8
218804_at,0.222281,2.65E-02,2.3002011,-3.65763,7.80E-01,ANO1,anoctamin 1
211761_s_at,0.222281,2.65E-02,2.3001357,-3.65775,3.86E-01,CACYBP,calcyclin binding protein
222382_x_at,0.222358,2.66E-02,2.299923,-3.65817,1.63E-01,NUP205,nucleoporin 205
209551_at,0.222541,2.66E-02,2.2994385,-3.65912,4.02E-01,YIPF4,Yip1 domain family member 4
240566_at,0.222541,2.66E-02,-2.2994384,-3.65912,-1.33E-01,,
213826_s_at,0.222584,2.66E-02,-2.2992832,-3.65943,-2.29E-01,H3F3A,"H3 histone, family 3A"
210028_s_at,0.222584,2.66E-02,2.2992249,-3.65954,3.35E-01,ORC3,origin recognition complex subunit 3
230466_s_at,0.222814,2.66E-02,-2.2987159,-3.66054,-5.48E-01,RASSF3,Ras association domain family member 3
218017_s_at,0.222823,2.66E-02,2.2985584,-3.66085,2.72E-01,HGSNAT,heparan-alpha-glucosaminide N-acetyltransferase
229221_at,0.222823,2.66E-02,2.2985488,-3.66087,3.67E-01,CD44,CD44 molecule (Indian blood group)
1555166_a_at,0.222823,2.66E-02,-2.2985033,-3.66096,-1.32E-01,ZNF396,zinc finger protein 396
229236_s_at,0.222963,2.67E-02,2.2981686,-3.66162,2.46E-01,SFXN4,sideroflexin 4
206569_at,0.223028,2.67E-02,-2.2979781,-3.66199,-2.04E-01,IL24,interleukin 24
1555387_at,0.223118,2.67E-02,-2.2977382,-3.66246,-1.37E-01,UBA1,ubiquitin like modifier activating enzyme 1
234111_at,0.223145,2.67E-02,2.2975422,-3.66285,3.18E-01,ZNF81,zinc finger protein 81
1562693_at,0.223145,2.67E-02,-2.2975092,-3.66291,-1.55E-01,LOC105372520,uncharacterized LOC105372520
229064_s_at,0.223145,2.67E-02,-2.2974904,-3.66295,-3.87E-01,RCAN3,RCAN family member 3
221563_at,0.223257,2.67E-02,2.2972093,-3.6635,4.54E-01,DUSP10,dual specificity phosphatase 10
205439_at,0.223307,2.67E-02,-2.2970478,-3.66382,-1.97E-01,GSTT2,glutathione S-transferase theta 2 (gene/pseudogene)
225819_at,0.223523,2.68E-02,-2.2965235,-3.66485,-3.54E-01,TBRG1,transforming growth factor beta regulator 1
215782_at,0.223523,2.68E-02,-2.2965032,-3.66489,-1.90E-01,RAB40AL,"RAB40A, member RAS oncogene family-like"
211766_s_at,0.223536,2.68E-02,-2.2964119,-3.66507,-9.04E-02,PNLIPRP2,pancreatic lipase related protein 2 (gene/pseudogene)
52940_at,0.223544,2.68E-02,-2.2962479,-3.66539,-3.58E-01,SIGIRR,single Ig and TIR domain containing
211965_at,0.223544,2.68E-02,-2.2962459,-3.66539,-1.82E-01,ZFP36L1,ZFP36 ring finger protein like 1
244441_at,0.223544,2.68E-02,2.2961709,-3.66554,1.53E-01,USP31,ubiquitin specific peptidase 31
1566087_at,0.223544,2.68E-02,-2.2961212,-3.66564,-1.22E-01,,
221903_s_at,0.223544,2.68E-02,-2.2960194,-3.66584,-3.83E-01,CYLD,CYLD lysine 63 deubiquitinase
1558602_a_at,0.223544,2.68E-02,-2.2960033,-3.66587,-1.50E-01,TUSC7,tumor suppressor candidate 7 (non-protein coding)
205480_s_at,0.223594,2.68E-02,-2.2958425,-3.66619,-3.40E-01,UGP2,UDP-glucose pyrophosphorylase 2
1552389_at,0.223612,2.68E-02,-2.2957425,-3.66638,-5.66E-01,ERICH5,glutamate rich 5
230168_at,0.223633,2.68E-02,2.2956375,-3.66659,3.13E-01,,
210428_s_at,0.22365,2.68E-02,2.2955185,-3.66682,2.02E-01,HGS,hepatocyte growth factor-regulated tyrosine kinase substrate
235296_at,0.22365,2.68E-02,2.2954725,-3.66691,7.18E-01,EIF5A2,eukaryotic translation initiation factor 5A2
223946_at,0.223701,2.68E-02,-2.2952358,-3.66738,-2.36E-01,MED23,mediator complex subunit 23
209320_at,0.223701,2.68E-02,2.2952104,-3.66743,2.17E-01,ADCY3,adenylate cyclase 3
217140_s_at,0.223701,2.68E-02,2.2951792,-3.66749,4.29E-01,VDAC1,voltage dependent anion channel 1
227655_at,0.223783,2.69E-02,-2.2948649,-3.6681,-1.45E-01,SNHG18,small nucleolar RNA host gene 18
204267_x_at,0.223783,2.69E-02,2.2948202,-3.66819,1.32E-01,PKMYT1,"protein kinase, membrane associated tyrosine/threonine 1"
1560382_at,0.223783,2.69E-02,-2.2946016,-3.66862,-1.57E-01,GAB1,GRB2 associated binding protein 1
232683_s_at,0.223783,2.69E-02,2.2945887,-3.66865,2.77E-01,PARP6,poly(ADP-ribose) polymerase family member 6
212314_at,0.223783,2.69E-02,-2.2945811,-3.66866,-4.34E-01,SEL1L3,SEL1L family member 3
228518_at,0.223783,2.69E-02,-2.2945637,-3.6687,-8.49E-01,LOC102725426///MIR8071-2///MIR8071-1///IGHM///IGHG1,uncharacterized LOC102725426///microRNA 8071-2///microRNA 8071-1///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker)
206396_at,0.223783,2.69E-02,-2.2945299,-3.66876,-1.46E-01,SLC1A1,solute carrier family 1 member 1
217346_at,0.223783,2.69E-02,2.29444,-3.66894,2.43E-01,,
216173_at,0.223783,2.69E-02,2.2943858,-3.66904,3.21E-01,,
1561539_at,0.223783,2.69E-02,-2.2943696,-3.66908,-1.16E-01,LOC100506368,uncharacterized LOC100506368
